"CNTRY","YEAR","SAMPLE","AGE","SEX","population"
"Argentina","1970","Argentina 1970","Less than 1 year","Male","263650"
"Argentina","1970","Argentina 1970","Less than 1 year","Female","244650"
"Argentina","1970","Argentina 1970","Less than 1 year","Unknown","50"
"Argentina","1970","Argentina 1970","1 year","Male","231150"
"Argentina","1970","Argentina 1970","1 year","Female","228000"
"Argentina","1970","Argentina 1970","1 year","Unknown","500"
"Argentina","1970","Argentina 1970","2 years","Male","237300"
"Argentina","1970","Argentina 1970","2 years","Female","232250"
"Argentina","1970","Argentina 1970","3","Male","233900"
"Argentina","1970","Argentina 1970","3","Female","224500"
"Argentina","1970","Argentina 1970","4","Male","227800"
"Argentina","1970","Argentina 1970","4","Female","224800"
"Argentina","1970","Argentina 1970","5","Male","230950"
"Argentina","1970","Argentina 1970","5","Female","227850"
"Argentina","1970","Argentina 1970","5","Unknown","150"
"Argentina","1970","Argentina 1970","6","Male","233700"
"Argentina","1970","Argentina 1970","6","Female","228100"
"Argentina","1970","Argentina 1970","7","Male","234250"
"Argentina","1970","Argentina 1970","7","Female","228500"
"Argentina","1970","Argentina 1970","8","Male","231300"
"Argentina","1970","Argentina 1970","8","Female","228450"
"Argentina","1970","Argentina 1970","9","Male","227350"
"Argentina","1970","Argentina 1970","9","Female","216700"
"Argentina","1970","Argentina 1970","10","Male","223400"
"Argentina","1970","Argentina 1970","10","Female","223300"
"Argentina","1970","Argentina 1970","11","Male","227950"
"Argentina","1970","Argentina 1970","11","Female","214650"
"Argentina","1970","Argentina 1970","12","Male","221850"
"Argentina","1970","Argentina 1970","12","Female","219100"
"Argentina","1970","Argentina 1970","12","Unknown","350"
"Argentina","1970","Argentina 1970","13","Male","218800"
"Argentina","1970","Argentina 1970","13","Female","211350"
"Argentina","1970","Argentina 1970","14","Male","216850"
"Argentina","1970","Argentina 1970","14","Female","213000"
"Argentina","1970","Argentina 1970","15","Male","215300"
"Argentina","1970","Argentina 1970","15","Female","214500"
"Argentina","1970","Argentina 1970","16","Male","208750"
"Argentina","1970","Argentina 1970","16","Female","206750"
"Argentina","1970","Argentina 1970","17","Male","208900"
"Argentina","1970","Argentina 1970","17","Female","206850"
"Argentina","1970","Argentina 1970","18","Male","215100"
"Argentina","1970","Argentina 1970","18","Female","209850"
"Argentina","1970","Argentina 1970","19","Male","206900"
"Argentina","1970","Argentina 1970","19","Female","199350"
"Argentina","1970","Argentina 1970","20","Male","210950"
"Argentina","1970","Argentina 1970","20","Female","203650"
"Argentina","1970","Argentina 1970","21","Male","200900"
"Argentina","1970","Argentina 1970","21","Female","196750"
"Argentina","1970","Argentina 1970","21","Unknown","200"
"Argentina","1970","Argentina 1970","22","Male","190850"
"Argentina","1970","Argentina 1970","22","Female","198000"
"Argentina","1970","Argentina 1970","22","Unknown","400"
"Argentina","1970","Argentina 1970","23","Male","186750"
"Argentina","1970","Argentina 1970","23","Female","192250"
"Argentina","1970","Argentina 1970","24","Male","179450"
"Argentina","1970","Argentina 1970","24","Female","188750"
"Argentina","1970","Argentina 1970","25","Male","181100"
"Argentina","1970","Argentina 1970","25","Female","185100"
"Argentina","1970","Argentina 1970","26","Male","172800"
"Argentina","1970","Argentina 1970","26","Female","176950"
"Argentina","1970","Argentina 1970","27","Male","163000"
"Argentina","1970","Argentina 1970","27","Female","173300"
"Argentina","1970","Argentina 1970","28","Male","162150"
"Argentina","1970","Argentina 1970","28","Female","165850"
"Argentina","1970","Argentina 1970","29","Male","162750"
"Argentina","1970","Argentina 1970","29","Female","156900"
"Argentina","1970","Argentina 1970","30","Male","168500"
"Argentina","1970","Argentina 1970","30","Female","173650"
"Argentina","1970","Argentina 1970","31","Male","155950"
"Argentina","1970","Argentina 1970","31","Female","157850"
"Argentina","1970","Argentina 1970","32","Male","152800"
"Argentina","1970","Argentina 1970","32","Female","154100"
"Argentina","1970","Argentina 1970","33","Male","155550"
"Argentina","1970","Argentina 1970","33","Female","157800"
"Argentina","1970","Argentina 1970","34","Male","150850"
"Argentina","1970","Argentina 1970","34","Female","149900"
"Argentina","1970","Argentina 1970","35","Male","158900"
"Argentina","1970","Argentina 1970","35","Female","156600"
"Argentina","1970","Argentina 1970","36","Male","144200"
"Argentina","1970","Argentina 1970","36","Female","146750"
"Argentina","1970","Argentina 1970","37","Male","151750"
"Argentina","1970","Argentina 1970","37","Female","148900"
"Argentina","1970","Argentina 1970","38","Male","161650"
"Argentina","1970","Argentina 1970","38","Female","155250"
"Argentina","1970","Argentina 1970","39","Male","161150"
"Argentina","1970","Argentina 1970","39","Female","159000"
"Argentina","1970","Argentina 1970","40","Male","166150"
"Argentina","1970","Argentina 1970","40","Female","166750"
"Argentina","1970","Argentina 1970","41","Male","151300"
"Argentina","1970","Argentina 1970","41","Female","156200"
"Argentina","1970","Argentina 1970","42","Male","156450"
"Argentina","1970","Argentina 1970","42","Female","152750"
"Argentina","1970","Argentina 1970","43","Male","148750"
"Argentina","1970","Argentina 1970","43","Female","149600"
"Argentina","1970","Argentina 1970","44","Male","146100"
"Argentina","1970","Argentina 1970","44","Female","143750"
"Argentina","1970","Argentina 1970","45","Male","145400"
"Argentina","1970","Argentina 1970","45","Female","149250"
"Argentina","1970","Argentina 1970","46","Male","136150"
"Argentina","1970","Argentina 1970","46","Female","143600"
"Argentina","1970","Argentina 1970","47","Male","141400"
"Argentina","1970","Argentina 1970","47","Female","137500"
"Argentina","1970","Argentina 1970","48","Male","131000"
"Argentina","1970","Argentina 1970","48","Female","136300"
"Argentina","1970","Argentina 1970","49","Male","129400"
"Argentina","1970","Argentina 1970","49","Female","131650"
"Argentina","1970","Argentina 1970","50","Male","128200"
"Argentina","1970","Argentina 1970","50","Female","132900"
"Argentina","1970","Argentina 1970","51","Male","110350"
"Argentina","1970","Argentina 1970","51","Female","114950"
"Argentina","1970","Argentina 1970","52","Male","111600"
"Argentina","1970","Argentina 1970","52","Female","112300"
"Argentina","1970","Argentina 1970","53","Male","104450"
"Argentina","1970","Argentina 1970","53","Female","113300"
"Argentina","1970","Argentina 1970","54","Male","107100"
"Argentina","1970","Argentina 1970","54","Female","111450"
"Argentina","1970","Argentina 1970","55","Male","105750"
"Argentina","1970","Argentina 1970","55","Female","113900"
"Argentina","1970","Argentina 1970","56","Male","109100"
"Argentina","1970","Argentina 1970","56","Female","114800"
"Argentina","1970","Argentina 1970","57","Male","103300"
"Argentina","1970","Argentina 1970","57","Female","112450"
"Argentina","1970","Argentina 1970","58","Male","100150"
"Argentina","1970","Argentina 1970","58","Female","108500"
"Argentina","1970","Argentina 1970","59","Male","99900"
"Argentina","1970","Argentina 1970","59","Female","100000"
"Argentina","1970","Argentina 1970","60","Male","97800"
"Argentina","1970","Argentina 1970","60","Female","109800"
"Argentina","1970","Argentina 1970","61","Male","89650"
"Argentina","1970","Argentina 1970","61","Female","92050"
"Argentina","1970","Argentina 1970","62","Male","83400"
"Argentina","1970","Argentina 1970","62","Female","88200"
"Argentina","1970","Argentina 1970","63","Male","86550"
"Argentina","1970","Argentina 1970","63","Female","84400"
"Argentina","1970","Argentina 1970","64","Male","78950"
"Argentina","1970","Argentina 1970","64","Female","80250"
"Argentina","1970","Argentina 1970","65","Male","74400"
"Argentina","1970","Argentina 1970","65","Female","81350"
"Argentina","1970","Argentina 1970","66","Male","71550"
"Argentina","1970","Argentina 1970","66","Female","72250"
"Argentina","1970","Argentina 1970","67","Male","62700"
"Argentina","1970","Argentina 1970","67","Female","69200"
"Argentina","1970","Argentina 1970","68","Male","58800"
"Argentina","1970","Argentina 1970","68","Female","65950"
"Argentina","1970","Argentina 1970","69","Male","54400"
"Argentina","1970","Argentina 1970","69","Female","61700"
"Argentina","1970","Argentina 1970","70","Male","52500"
"Argentina","1970","Argentina 1970","70","Female","69500"
"Argentina","1970","Argentina 1970","71","Male","41400"
"Argentina","1970","Argentina 1970","71","Female","44200"
"Argentina","1970","Argentina 1970","72","Male","38250"
"Argentina","1970","Argentina 1970","72","Female","44900"
"Argentina","1970","Argentina 1970","73","Male","36650"
"Argentina","1970","Argentina 1970","73","Female","42200"
"Argentina","1970","Argentina 1970","74","Male","33400"
"Argentina","1970","Argentina 1970","74","Female","43400"
"Argentina","1970","Argentina 1970","75","Male","29550"
"Argentina","1970","Argentina 1970","75","Female","38800"
"Argentina","1970","Argentina 1970","76","Male","25350"
"Argentina","1970","Argentina 1970","76","Female","33500"
"Argentina","1970","Argentina 1970","77","Male","28200"
"Argentina","1970","Argentina 1970","77","Female","32050"
"Argentina","1970","Argentina 1970","78","Male","21450"
"Argentina","1970","Argentina 1970","78","Female","26800"
"Argentina","1970","Argentina 1970","79","Male","18400"
"Argentina","1970","Argentina 1970","79","Female","25600"
"Argentina","1970","Argentina 1970","80","Male","18800"
"Argentina","1970","Argentina 1970","80","Female","27150"
"Argentina","1970","Argentina 1970","81","Male","12600"
"Argentina","1970","Argentina 1970","81","Female","18150"
"Argentina","1970","Argentina 1970","82","Male","12650"
"Argentina","1970","Argentina 1970","82","Female","18550"
"Argentina","1970","Argentina 1970","83","Male","9500"
"Argentina","1970","Argentina 1970","83","Female","12950"
"Argentina","1970","Argentina 1970","84","Male","8950"
"Argentina","1970","Argentina 1970","84","Female","12500"
"Argentina","1970","Argentina 1970","85","Male","6050"
"Argentina","1970","Argentina 1970","85","Female","11450"
"Argentina","1970","Argentina 1970","86","Male","5200"
"Argentina","1970","Argentina 1970","86","Female","8100"
"Argentina","1970","Argentina 1970","87","Male","3950"
"Argentina","1970","Argentina 1970","87","Female","6900"
"Argentina","1970","Argentina 1970","88","Male","3500"
"Argentina","1970","Argentina 1970","88","Female","6300"
"Argentina","1970","Argentina 1970","89","Male","2400"
"Argentina","1970","Argentina 1970","89","Female","4950"
"Argentina","1970","Argentina 1970","90","Male","2750"
"Argentina","1970","Argentina 1970","90","Female","5050"
"Argentina","1970","Argentina 1970","91","Male","650"
"Argentina","1970","Argentina 1970","91","Female","1700"
"Argentina","1970","Argentina 1970","92","Male","900"
"Argentina","1970","Argentina 1970","92","Female","1850"
"Argentina","1970","Argentina 1970","93","Male","700"
"Argentina","1970","Argentina 1970","93","Female","1350"
"Argentina","1970","Argentina 1970","94","Male","500"
"Argentina","1970","Argentina 1970","94","Female","1000"
"Argentina","1970","Argentina 1970","95","Male","500"
"Argentina","1970","Argentina 1970","95","Female","800"
"Argentina","1970","Argentina 1970","96","Male","400"
"Argentina","1970","Argentina 1970","96","Female","500"
"Argentina","1970","Argentina 1970","97","Male","200"
"Argentina","1970","Argentina 1970","97","Female","550"
"Argentina","1970","Argentina 1970","98","Male","550"
"Argentina","1970","Argentina 1970","98","Female","1150"
"Argentina","1970","Argentina 1970","99","Male","300"
"Argentina","1970","Argentina 1970","99","Female","650"
"Argentina","1980","Argentina 1980","Less than 1 year","Male","344600"
"Argentina","1980","Argentina 1980","Less than 1 year","Female","335274"
"Argentina","1980","Argentina 1980","1 year","Male","315918"
"Argentina","1980","Argentina 1980","1 year","Female","313062"
"Argentina","1980","Argentina 1980","2 years","Male","331580"
"Argentina","1980","Argentina 1980","2 years","Female","324836"
"Argentina","1980","Argentina 1980","3","Male","332366"
"Argentina","1980","Argentina 1980","3","Female","326780"
"Argentina","1980","Argentina 1980","4","Male","312426"
"Argentina","1980","Argentina 1980","4","Female","307438"
"Argentina","1980","Argentina 1980","5","Male","303700"
"Argentina","1980","Argentina 1980","5","Female","297148"
"Argentina","1980","Argentina 1980","6","Male","279198"
"Argentina","1980","Argentina 1980","6","Female","275704"
"Argentina","1980","Argentina 1980","7","Male","275134"
"Argentina","1980","Argentina 1980","7","Female","271508"
"Argentina","1980","Argentina 1980","8","Male","277040"
"Argentina","1980","Argentina 1980","8","Female","271274"
"Argentina","1980","Argentina 1980","9","Male","271082"
"Argentina","1980","Argentina 1980","9","Female","263836"
"Argentina","1980","Argentina 1980","10","Male","269132"
"Argentina","1980","Argentina 1980","10","Female","261918"
"Argentina","1980","Argentina 1980","11","Male","247598"
"Argentina","1980","Argentina 1980","11","Female","246048"
"Argentina","1980","Argentina 1980","12","Male","249870"
"Argentina","1980","Argentina 1980","12","Female","243608"
"Argentina","1980","Argentina 1980","13","Male","241802"
"Argentina","1980","Argentina 1980","13","Female","231914"
"Argentina","1980","Argentina 1980","14","Male","240306"
"Argentina","1980","Argentina 1980","14","Female","231686"
"Argentina","1980","Argentina 1980","15","Male","240892"
"Argentina","1980","Argentina 1980","15","Female","240428"
"Argentina","1980","Argentina 1980","16","Male","239218"
"Argentina","1980","Argentina 1980","16","Female","230716"
"Argentina","1980","Argentina 1980","17","Male","234578"
"Argentina","1980","Argentina 1980","17","Female","236794"
"Argentina","1980","Argentina 1980","18","Male","239598"
"Argentina","1980","Argentina 1980","18","Female","232468"
"Argentina","1980","Argentina 1980","19","Male","216578"
"Argentina","1980","Argentina 1980","19","Female","226154"
"Argentina","1980","Argentina 1980","20","Male","219458"
"Argentina","1980","Argentina 1980","20","Female","229616"
"Argentina","1980","Argentina 1980","21","Male","214368"
"Argentina","1980","Argentina 1980","21","Female","217158"
"Argentina","1980","Argentina 1980","22","Male","220482"
"Argentina","1980","Argentina 1980","22","Female","223330"
"Argentina","1980","Argentina 1980","23","Male","229150"
"Argentina","1980","Argentina 1980","23","Female","231526"
"Argentina","1980","Argentina 1980","24","Male","221588"
"Argentina","1980","Argentina 1980","24","Female","222714"
"Argentina","1980","Argentina 1980","25","Male","212320"
"Argentina","1980","Argentina 1980","25","Female","222942"
"Argentina","1980","Argentina 1980","26","Male","204154"
"Argentina","1980","Argentina 1980","26","Female","213432"
"Argentina","1980","Argentina 1980","27","Male","213842"
"Argentina","1980","Argentina 1980","27","Female","215282"
"Argentina","1980","Argentina 1980","28","Male","212038"
"Argentina","1980","Argentina 1980","28","Female","214960"
"Argentina","1980","Argentina 1980","29","Male","206144"
"Argentina","1980","Argentina 1980","29","Female","204430"
"Argentina","1980","Argentina 1980","30","Male","217996"
"Argentina","1980","Argentina 1980","30","Female","228340"
"Argentina","1980","Argentina 1980","31","Male","190464"
"Argentina","1980","Argentina 1980","31","Female","188446"
"Argentina","1980","Argentina 1980","32","Male","198570"
"Argentina","1980","Argentina 1980","32","Female","202188"
"Argentina","1980","Argentina 1980","33","Male","197540"
"Argentina","1980","Argentina 1980","33","Female","194556"
"Argentina","1980","Argentina 1980","34","Male","179362"
"Argentina","1980","Argentina 1980","34","Female","183456"
"Argentina","1980","Argentina 1980","35","Male","186670"
"Argentina","1980","Argentina 1980","35","Female","193006"
"Argentina","1980","Argentina 1980","36","Male","175388"
"Argentina","1980","Argentina 1980","36","Female","176542"
"Argentina","1980","Argentina 1980","37","Male","164700"
"Argentina","1980","Argentina 1980","37","Female","167480"
"Argentina","1980","Argentina 1980","38","Male","168786"
"Argentina","1980","Argentina 1980","38","Female","169964"
"Argentina","1980","Argentina 1980","39","Male","159168"
"Argentina","1980","Argentina 1980","39","Female","160016"
"Argentina","1980","Argentina 1980","40","Male","178324"
"Argentina","1980","Argentina 1980","40","Female","181324"
"Argentina","1980","Argentina 1980","41","Male","141354"
"Argentina","1980","Argentina 1980","41","Female","140020"
"Argentina","1980","Argentina 1980","42","Male","157730"
"Argentina","1980","Argentina 1980","42","Female","159254"
"Argentina","1980","Argentina 1980","43","Male","149720"
"Argentina","1980","Argentina 1980","43","Female","152678"
"Argentina","1980","Argentina 1980","44","Male","141804"
"Argentina","1980","Argentina 1980","44","Female","140374"
"Argentina","1980","Argentina 1980","45","Male","155504"
"Argentina","1980","Argentina 1980","45","Female","156410"
"Argentina","1980","Argentina 1980","46","Male","141884"
"Argentina","1980","Argentina 1980","46","Female","138934"
"Argentina","1980","Argentina 1980","47","Male","141380"
"Argentina","1980","Argentina 1980","47","Female","143954"
"Argentina","1980","Argentina 1980","48","Male","150564"
"Argentina","1980","Argentina 1980","48","Female","157998"
"Argentina","1980","Argentina 1980","49","Male","155886"
"Argentina","1980","Argentina 1980","49","Female","152330"
"Argentina","1980","Argentina 1980","50","Male","158670"
"Argentina","1980","Argentina 1980","50","Female","174502"
"Argentina","1980","Argentina 1980","51","Male","133324"
"Argentina","1980","Argentina 1980","51","Female","133954"
"Argentina","1980","Argentina 1980","52","Male","147050"
"Argentina","1980","Argentina 1980","52","Female","154560"
"Argentina","1980","Argentina 1980","53","Male","138650"
"Argentina","1980","Argentina 1980","53","Female","143538"
"Argentina","1980","Argentina 1980","54","Male","135558"
"Argentina","1980","Argentina 1980","54","Female","141600"
"Argentina","1980","Argentina 1980","55","Male","131720"
"Argentina","1980","Argentina 1980","55","Female","144270"
"Argentina","1980","Argentina 1980","56","Male","129290"
"Argentina","1980","Argentina 1980","56","Female","134576"
"Argentina","1980","Argentina 1980","57","Male","123336"
"Argentina","1980","Argentina 1980","57","Female","125592"
"Argentina","1980","Argentina 1980","58","Male","120862"
"Argentina","1980","Argentina 1980","58","Female","130130"
"Argentina","1980","Argentina 1980","59","Male","114066"
"Argentina","1980","Argentina 1980","59","Female","120978"
"Argentina","1980","Argentina 1980","60","Male","115530"
"Argentina","1980","Argentina 1980","60","Female","136092"
"Argentina","1980","Argentina 1980","61","Male","88680"
"Argentina","1980","Argentina 1980","61","Female","92302"
"Argentina","1980","Argentina 1980","62","Male","92966"
"Argentina","1980","Argentina 1980","62","Female","102780"
"Argentina","1980","Argentina 1980","63","Male","86580"
"Argentina","1980","Argentina 1980","63","Female","100238"
"Argentina","1980","Argentina 1980","64","Male","86462"
"Argentina","1980","Argentina 1980","64","Female","100654"
"Argentina","1980","Argentina 1980","65","Male","94064"
"Argentina","1980","Argentina 1980","65","Female","112172"
"Argentina","1980","Argentina 1980","66","Male","80102"
"Argentina","1980","Argentina 1980","66","Female","97264"
"Argentina","1980","Argentina 1980","67","Male","77874"
"Argentina","1980","Argentina 1980","67","Female","92570"
"Argentina","1980","Argentina 1980","68","Male","73870"
"Argentina","1980","Argentina 1980","68","Female","91900"
"Argentina","1980","Argentina 1980","69","Male","68858"
"Argentina","1980","Argentina 1980","69","Female","83450"
"Argentina","1980","Argentina 1980","70","Male","72102"
"Argentina","1980","Argentina 1980","70","Female","93288"
"Argentina","1980","Argentina 1980","71","Male","56094"
"Argentina","1980","Argentina 1980","71","Female","65078"
"Argentina","1980","Argentina 1980","72","Male","56366"
"Argentina","1980","Argentina 1980","72","Female","70368"
"Argentina","1980","Argentina 1980","73","Male","50186"
"Argentina","1980","Argentina 1980","73","Female","64222"
"Argentina","1980","Argentina 1980","74","Male","47484"
"Argentina","1980","Argentina 1980","74","Female","57232"
"Argentina","1980","Argentina 1980","75","Male","46614"
"Argentina","1980","Argentina 1980","75","Female","64256"
"Argentina","1980","Argentina 1980","76","Male","39864"
"Argentina","1980","Argentina 1980","76","Female","53892"
"Argentina","1980","Argentina 1980","77","Male","34088"
"Argentina","1980","Argentina 1980","77","Female","44730"
"Argentina","1980","Argentina 1980","78","Male","30824"
"Argentina","1980","Argentina 1980","78","Female","45386"
"Argentina","1980","Argentina 1980","79","Male","26752"
"Argentina","1980","Argentina 1980","79","Female","39322"
"Argentina","1980","Argentina 1980","80","Male","26056"
"Argentina","1980","Argentina 1980","80","Female","43834"
"Argentina","1980","Argentina 1980","81","Male","17192"
"Argentina","1980","Argentina 1980","81","Female","25190"
"Argentina","1980","Argentina 1980","82","Male","15386"
"Argentina","1980","Argentina 1980","82","Female","26232"
"Argentina","1980","Argentina 1980","83","Male","13120"
"Argentina","1980","Argentina 1980","83","Female","22818"
"Argentina","1980","Argentina 1980","84","Male","12328"
"Argentina","1980","Argentina 1980","84","Female","21158"
"Argentina","1980","Argentina 1980","85","Male","10298"
"Argentina","1980","Argentina 1980","85","Female","18602"
"Argentina","1980","Argentina 1980","86","Male","7332"
"Argentina","1980","Argentina 1980","86","Female","14664"
"Argentina","1980","Argentina 1980","87","Male","6498"
"Argentina","1980","Argentina 1980","87","Female","11734"
"Argentina","1980","Argentina 1980","88","Male","4800"
"Argentina","1980","Argentina 1980","88","Female","9486"
"Argentina","1980","Argentina 1980","89","Male","4012"
"Argentina","1980","Argentina 1980","89","Female","8194"
"Argentina","1980","Argentina 1980","90","Male","2978"
"Argentina","1980","Argentina 1980","90","Female","7064"
"Argentina","1980","Argentina 1980","91","Male","1952"
"Argentina","1980","Argentina 1980","91","Female","3700"
"Argentina","1980","Argentina 1980","92","Male","1782"
"Argentina","1980","Argentina 1980","92","Female","3692"
"Argentina","1980","Argentina 1980","93","Male","1178"
"Argentina","1980","Argentina 1980","93","Female","2416"
"Argentina","1980","Argentina 1980","94","Male","996"
"Argentina","1980","Argentina 1980","94","Female","2134"
"Argentina","1980","Argentina 1980","95","Male","566"
"Argentina","1980","Argentina 1980","95","Female","1398"
"Argentina","1980","Argentina 1980","96","Male","456"
"Argentina","1980","Argentina 1980","96","Female","1126"
"Argentina","1980","Argentina 1980","97","Male","316"
"Argentina","1980","Argentina 1980","97","Female","560"
"Argentina","1980","Argentina 1980","98","Male","138"
"Argentina","1980","Argentina 1980","98","Female","632"
"Argentina","1980","Argentina 1980","99","Male","584"
"Argentina","1980","Argentina 1980","99","Female","2078"
"Argentina","1991","Argentina 1991","Less than 1 year","Male","356662"
"Argentina","1991","Argentina 1991","Less than 1 year","Female","348075"
"Argentina","1991","Argentina 1991","1 year","Male","304656"
"Argentina","1991","Argentina 1991","1 year","Female","292199"
"Argentina","1991","Argentina 1991","2 years","Male","344757"
"Argentina","1991","Argentina 1991","2 years","Female","338789"
"Argentina","1991","Argentina 1991","3","Male","339968"
"Argentina","1991","Argentina 1991","3","Female","339530"
"Argentina","1991","Argentina 1991","4","Male","349675"
"Argentina","1991","Argentina 1991","4","Female","337402"
"Argentina","1991","Argentina 1991","5","Male","332820"
"Argentina","1991","Argentina 1991","5","Female","330509"
"Argentina","1991","Argentina 1991","6","Male","322392"
"Argentina","1991","Argentina 1991","6","Female","317008"
"Argentina","1991","Argentina 1991","7","Male","327243"
"Argentina","1991","Argentina 1991","7","Female","316541"
"Argentina","1991","Argentina 1991","8","Male","336453"
"Argentina","1991","Argentina 1991","8","Female","328711"
"Argentina","1991","Argentina 1991","9","Male","339430"
"Argentina","1991","Argentina 1991","9","Female","331873"
"Argentina","1991","Argentina 1991","10","Male","339912"
"Argentina","1991","Argentina 1991","10","Female","331605"
"Argentina","1991","Argentina 1991","11","Male","347708"
"Argentina","1991","Argentina 1991","11","Female","341678"
"Argentina","1991","Argentina 1991","12","Male","341812"
"Argentina","1991","Argentina 1991","12","Female","335962"
"Argentina","1991","Argentina 1991","13","Male","333486"
"Argentina","1991","Argentina 1991","13","Female","329080"
"Argentina","1991","Argentina 1991","14","Male","327583"
"Argentina","1991","Argentina 1991","14","Female","326406"
"Argentina","1991","Argentina 1991","15","Male","302872"
"Argentina","1991","Argentina 1991","15","Female","309913"
"Argentina","1991","Argentina 1991","16","Male","301452"
"Argentina","1991","Argentina 1991","16","Female","299266"
"Argentina","1991","Argentina 1991","17","Male","279668"
"Argentina","1991","Argentina 1991","17","Female","277437"
"Argentina","1991","Argentina 1991","18","Male","273976"
"Argentina","1991","Argentina 1991","18","Female","274344"
"Argentina","1991","Argentina 1991","19","Male","254109"
"Argentina","1991","Argentina 1991","19","Female","266389"
"Argentina","1991","Argentina 1991","20","Male","260691"
"Argentina","1991","Argentina 1991","20","Female","267735"
"Argentina","1991","Argentina 1991","21","Male","248226"
"Argentina","1991","Argentina 1991","21","Female","253358"
"Argentina","1991","Argentina 1991","22","Male","237183"
"Argentina","1991","Argentina 1991","22","Female","242292"
"Argentina","1991","Argentina 1991","23","Male","241728"
"Argentina","1991","Argentina 1991","23","Female","244057"
"Argentina","1991","Argentina 1991","24","Male","228484"
"Argentina","1991","Argentina 1991","24","Female","234048"
"Argentina","1991","Argentina 1991","25","Male","228167"
"Argentina","1991","Argentina 1991","25","Female","236946"
"Argentina","1991","Argentina 1991","26","Male","227720"
"Argentina","1991","Argentina 1991","26","Female","234932"
"Argentina","1991","Argentina 1991","27","Male","226748"
"Argentina","1991","Argentina 1991","27","Female","231296"
"Argentina","1991","Argentina 1991","28","Male","235726"
"Argentina","1991","Argentina 1991","28","Female","237906"
"Argentina","1991","Argentina 1991","29","Male","220113"
"Argentina","1991","Argentina 1991","29","Female","225011"
"Argentina","1991","Argentina 1991","30","Male","233559"
"Argentina","1991","Argentina 1991","30","Female","243226"
"Argentina","1991","Argentina 1991","31","Male","212533"
"Argentina","1991","Argentina 1991","31","Female","216360"
"Argentina","1991","Argentina 1991","32","Male","213864"
"Argentina","1991","Argentina 1991","32","Female","221239"
"Argentina","1991","Argentina 1991","33","Male","220585"
"Argentina","1991","Argentina 1991","33","Female","223930"
"Argentina","1991","Argentina 1991","34","Male","212505"
"Argentina","1991","Argentina 1991","34","Female","217252"
"Argentina","1991","Argentina 1991","35","Male","213246"
"Argentina","1991","Argentina 1991","35","Female","224300"
"Argentina","1991","Argentina 1991","36","Male","212416"
"Argentina","1991","Argentina 1991","36","Female","220807"
"Argentina","1991","Argentina 1991","37","Male","204950"
"Argentina","1991","Argentina 1991","37","Female","212732"
"Argentina","1991","Argentina 1991","38","Male","213564"
"Argentina","1991","Argentina 1991","38","Female","214958"
"Argentina","1991","Argentina 1991","39","Male","200206"
"Argentina","1991","Argentina 1991","39","Female","202993"
"Argentina","1991","Argentina 1991","40","Male","212198"
"Argentina","1991","Argentina 1991","40","Female","224989"
"Argentina","1991","Argentina 1991","41","Male","187847"
"Argentina","1991","Argentina 1991","41","Female","191813"
"Argentina","1991","Argentina 1991","42","Male","203136"
"Argentina","1991","Argentina 1991","42","Female","205647"
"Argentina","1991","Argentina 1991","43","Male","196587"
"Argentina","1991","Argentina 1991","43","Female","195366"
"Argentina","1991","Argentina 1991","44","Male","168069"
"Argentina","1991","Argentina 1991","44","Female","174180"
"Argentina","1991","Argentina 1991","45","Male","183693"
"Argentina","1991","Argentina 1991","45","Female","190376"
"Argentina","1991","Argentina 1991","46","Male","174939"
"Argentina","1991","Argentina 1991","46","Female","180424"
"Argentina","1991","Argentina 1991","47","Male","162469"
"Argentina","1991","Argentina 1991","47","Female","167519"
"Argentina","1991","Argentina 1991","48","Male","158363"
"Argentina","1991","Argentina 1991","48","Female","167912"
"Argentina","1991","Argentina 1991","49","Male","149981"
"Argentina","1991","Argentina 1991","49","Female","150938"
"Argentina","1991","Argentina 1991","50","Male","160153"
"Argentina","1991","Argentina 1991","50","Female","172058"
"Argentina","1991","Argentina 1991","51","Male","141569"
"Argentina","1991","Argentina 1991","51","Female","148472"
"Argentina","1991","Argentina 1991","52","Male","148050"
"Argentina","1991","Argentina 1991","52","Female","151896"
"Argentina","1991","Argentina 1991","53","Male","138431"
"Argentina","1991","Argentina 1991","53","Female","150296"
"Argentina","1991","Argentina 1991","54","Male","136767"
"Argentina","1991","Argentina 1991","54","Female","143847"
"Argentina","1991","Argentina 1991","55","Male","130939"
"Argentina","1991","Argentina 1991","55","Female","147987"
"Argentina","1991","Argentina 1991","56","Male","135834"
"Argentina","1991","Argentina 1991","56","Female","147081"
"Argentina","1991","Argentina 1991","57","Male","126370"
"Argentina","1991","Argentina 1991","57","Female","135907"
"Argentina","1991","Argentina 1991","58","Male","129407"
"Argentina","1991","Argentina 1991","58","Female","143086"
"Argentina","1991","Argentina 1991","59","Male","131225"
"Argentina","1991","Argentina 1991","59","Female","137898"
"Argentina","1991","Argentina 1991","60","Male","137313"
"Argentina","1991","Argentina 1991","60","Female","161062"
"Argentina","1991","Argentina 1991","61","Male","113811"
"Argentina","1991","Argentina 1991","61","Female","129923"
"Argentina","1991","Argentina 1991","62","Male","121741"
"Argentina","1991","Argentina 1991","62","Female","143341"
"Argentina","1991","Argentina 1991","63","Male","118372"
"Argentina","1991","Argentina 1991","63","Female","133758"
"Argentina","1991","Argentina 1991","64","Male","109344"
