"CNTRY","YEAR","SAMPLE","AGE","SEX","population"
"Jordan","2004","Jordan 2004","91","Female","130"
"Jordan","2004","Jordan 2004","92","Male","220"
"Jordan","2004","Jordan 2004","92","Female","160"
"Jordan","2004","Jordan 2004","93","Male","150"
"Jordan","2004","Jordan 2004","93","Female","190"
"Jordan","2004","Jordan 2004","94","Male","350"
"Jordan","2004","Jordan 2004","94","Female","380"
"Jordan","2004","Jordan 2004","95","Male","90"
"Jordan","2004","Jordan 2004","95","Female","120"
"Jordan","2004","Jordan 2004","96","Male","80"
"Jordan","2004","Jordan 2004","96","Female","60"
"Jordan","2004","Jordan 2004","97","Male","420"
"Jordan","2004","Jordan 2004","97","Female","420"
"Jordan","2004","Jordan 2004","Not reported/missing","Male","2130"
"Jordan","2004","Jordan 2004","Not reported/missing","Female","2160"
"Kenya","1989","Kenya 1989","Less than 1 year","Male","406840"
"Kenya","1989","Kenya 1989","Less than 1 year","Female","398040"
"Kenya","1989","Kenya 1989","Less than 1 year","Unknown","20"
"Kenya","1989","Kenya 1989","1 year","Male","339080"
"Kenya","1989","Kenya 1989","1 year","Female","332500"
"Kenya","1989","Kenya 1989","2 years","Male","397660"
"Kenya","1989","Kenya 1989","2 years","Female","397140"
"Kenya","1989","Kenya 1989","3","Male","390000"
"Kenya","1989","Kenya 1989","3","Female","393380"
"Kenya","1989","Kenya 1989","4","Male","385100"
"Kenya","1989","Kenya 1989","4","Female","367980"
"Kenya","1989","Kenya 1989","5","Male","397940"
"Kenya","1989","Kenya 1989","5","Female","384340"
"Kenya","1989","Kenya 1989","6","Male","345600"
"Kenya","1989","Kenya 1989","6","Female","344400"
"Kenya","1989","Kenya 1989","7","Male","330360"
"Kenya","1989","Kenya 1989","7","Female","322900"
"Kenya","1989","Kenya 1989","8","Male","340260"
"Kenya","1989","Kenya 1989","8","Female","346600"
"Kenya","1989","Kenya 1989","9","Male","335320"
"Kenya","1989","Kenya 1989","9","Female","328400"
"Kenya","1989","Kenya 1989","10","Male","362340"
"Kenya","1989","Kenya 1989","10","Female","351920"
"Kenya","1989","Kenya 1989","11","Male","276500"
"Kenya","1989","Kenya 1989","11","Female","279600"
"Kenya","1989","Kenya 1989","12","Male","312740"
"Kenya","1989","Kenya 1989","12","Female","308220"
"Kenya","1989","Kenya 1989","13","Male","274560"
"Kenya","1989","Kenya 1989","13","Female","274860"
"Kenya","1989","Kenya 1989","14","Male","281080"
"Kenya","1989","Kenya 1989","14","Female","280560"
"Kenya","1989","Kenya 1989","15","Male","266660"
"Kenya","1989","Kenya 1989","15","Female","271740"
"Kenya","1989","Kenya 1989","16","Male","243360"
"Kenya","1989","Kenya 1989","16","Female","250020"
"Kenya","1989","Kenya 1989","17","Male","220720"
"Kenya","1989","Kenya 1989","17","Female","218680"
"Kenya","1989","Kenya 1989","18","Male","249440"
"Kenya","1989","Kenya 1989","18","Female","258840"
"Kenya","1989","Kenya 1989","19","Male","191160"
"Kenya","1989","Kenya 1989","19","Female","202800"
"Kenya","1989","Kenya 1989","20","Male","241720"
"Kenya","1989","Kenya 1989","20","Female","286380"
"Kenya","1989","Kenya 1989","21","Male","169360"
"Kenya","1989","Kenya 1989","21","Female","188880"
"Kenya","1989","Kenya 1989","22","Male","169540"
"Kenya","1989","Kenya 1989","22","Female","195340"
"Kenya","1989","Kenya 1989","23","Male","150500"
"Kenya","1989","Kenya 1989","23","Female","168140"
"Kenya","1989","Kenya 1989","24","Male","163920"
"Kenya","1989","Kenya 1989","24","Female","178420"
"Kenya","1989","Kenya 1989","25","Male","198300"
"Kenya","1989","Kenya 1989","25","Female","226140"
"Kenya","1989","Kenya 1989","26","Male","159060"
"Kenya","1989","Kenya 1989","26","Female","167100"
"Kenya","1989","Kenya 1989","27","Male","140580"
"Kenya","1989","Kenya 1989","27","Female","152300"
"Kenya","1989","Kenya 1989","28","Male","148800"
"Kenya","1989","Kenya 1989","28","Female","173660"
"Kenya","1989","Kenya 1989","29","Male","132420"
"Kenya","1989","Kenya 1989","29","Female","129880"
"Kenya","1989","Kenya 1989","30","Male","199600"
"Kenya","1989","Kenya 1989","30","Female","225320"
"Kenya","1989","Kenya 1989","31","Male","99180"
"Kenya","1989","Kenya 1989","31","Female","88140"
"Kenya","1989","Kenya 1989","32","Male","118140"
"Kenya","1989","Kenya 1989","32","Female","107200"
"Kenya","1989","Kenya 1989","33","Male","85180"
"Kenya","1989","Kenya 1989","33","Female","81440"
"Kenya","1989","Kenya 1989","34","Male","81120"
"Kenya","1989","Kenya 1989","34","Female","76260"
"Kenya","1989","Kenya 1989","35","Male","137240"
"Kenya","1989","Kenya 1989","35","Female","139460"
"Kenya","1989","Kenya 1989","36","Male","85140"
"Kenya","1989","Kenya 1989","36","Female","81180"
"Kenya","1989","Kenya 1989","37","Male","90760"
"Kenya","1989","Kenya 1989","37","Female","83780"
"Kenya","1989","Kenya 1989","38","Male","76360"
"Kenya","1989","Kenya 1989","38","Female","79500"
"Kenya","1989","Kenya 1989","39","Male","73340"
"Kenya","1989","Kenya 1989","39","Female","70500"
"Kenya","1989","Kenya 1989","40","Male","130620"
"Kenya","1989","Kenya 1989","40","Female","143600"
"Kenya","1989","Kenya 1989","41","Male","64480"
"Kenya","1989","Kenya 1989","41","Female","59020"
"Kenya","1989","Kenya 1989","42","Male","69660"
"Kenya","1989","Kenya 1989","42","Female","60500"
"Kenya","1989","Kenya 1989","43","Male","58260"
"Kenya","1989","Kenya 1989","43","Female","52600"
"Kenya","1989","Kenya 1989","44","Male","48860"
"Kenya","1989","Kenya 1989","44","Female","49840"
"Kenya","1989","Kenya 1989","45","Male","86480"
"Kenya","1989","Kenya 1989","45","Female","92940"
"Kenya","1989","Kenya 1989","46","Male","49840"
"Kenya","1989","Kenya 1989","46","Female","55120"
"Kenya","1989","Kenya 1989","47","Male","49320"
"Kenya","1989","Kenya 1989","47","Female","47420"
"Kenya","1989","Kenya 1989","48","Male","49080"
"Kenya","1989","Kenya 1989","48","Female","52140"
"Kenya","1989","Kenya 1989","49","Male","46280"
"Kenya","1989","Kenya 1989","49","Female","46260"
"Kenya","1989","Kenya 1989","50","Male","84640"
"Kenya","1989","Kenya 1989","50","Female","101760"
"Kenya","1989","Kenya 1989","51","Male","33300"
"Kenya","1989","Kenya 1989","51","Female","33300"
"Kenya","1989","Kenya 1989","52","Male","44500"
"Kenya","1989","Kenya 1989","52","Female","35280"
"Kenya","1989","Kenya 1989","53","Male","38660"
"Kenya","1989","Kenya 1989","53","Female","34360"
"Kenya","1989","Kenya 1989","54","Male","37720"
"Kenya","1989","Kenya 1989","54","Female","37260"
"Kenya","1989","Kenya 1989","55","Male","47660"
"Kenya","1989","Kenya 1989","55","Female","50180"
"Kenya","1989","Kenya 1989","56","Male","36680"
"Kenya","1989","Kenya 1989","56","Female","32980"
"Kenya","1989","Kenya 1989","57","Male","32900"
"Kenya","1989","Kenya 1989","57","Female","29800"
"Kenya","1989","Kenya 1989","58","Male","31800"
"Kenya","1989","Kenya 1989","58","Female","34200"
"Kenya","1989","Kenya 1989","59","Male","30200"
"Kenya","1989","Kenya 1989","59","Female","35280"
"Kenya","1989","Kenya 1989","60","Male","59000"
"Kenya","1989","Kenya 1989","60","Female","75880"
"Kenya","1989","Kenya 1989","61","Male","25960"
"Kenya","1989","Kenya 1989","61","Female","27440"
"Kenya","1989","Kenya 1989","62","Male","24380"
"Kenya","1989","Kenya 1989","62","Female","22960"
"Kenya","1989","Kenya 1989","63","Male","21320"
"Kenya","1989","Kenya 1989","63","Female","19820"
"Kenya","1989","Kenya 1989","64","Male","21240"
"Kenya","1989","Kenya 1989","64","Female","21620"
"Kenya","1989","Kenya 1989","65","Male","37120"
"Kenya","1989","Kenya 1989","65","Female","37420"
"Kenya","1989","Kenya 1989","66","Male","16120"
"Kenya","1989","Kenya 1989","66","Female","14380"
"Kenya","1989","Kenya 1989","67","Male","23260"
"Kenya","1989","Kenya 1989","67","Female","18700"
"Kenya","1989","Kenya 1989","68","Male","19500"
"Kenya","1989","Kenya 1989","68","Female","21760"
"Kenya","1989","Kenya 1989","69","Male","18400"
"Kenya","1989","Kenya 1989","69","Female","25700"
"Kenya","1989","Kenya 1989","70","Male","36540"
"Kenya","1989","Kenya 1989","70","Female","42160"
"Kenya","1989","Kenya 1989","71","Male","17060"
"Kenya","1989","Kenya 1989","71","Female","17260"
"Kenya","1989","Kenya 1989","72","Male","11040"
"Kenya","1989","Kenya 1989","72","Female","11720"
"Kenya","1989","Kenya 1989","73","Male","7660"
"Kenya","1989","Kenya 1989","73","Female","8160"
"Kenya","1989","Kenya 1989","74","Male","11280"
"Kenya","1989","Kenya 1989","74","Female","9920"
"Kenya","1989","Kenya 1989","75","Male","25900"
"Kenya","1989","Kenya 1989","75","Female","23720"
"Kenya","1989","Kenya 1989","76","Male","9520"
"Kenya","1989","Kenya 1989","76","Female","8440"
"Kenya","1989","Kenya 1989","77","Male","8980"
"Kenya","1989","Kenya 1989","77","Female","6540"
"Kenya","1989","Kenya 1989","78","Male","10060"
"Kenya","1989","Kenya 1989","78","Female","9580"
"Kenya","1989","Kenya 1989","79","Male","10640"
"Kenya","1989","Kenya 1989","79","Female","11080"
"Kenya","1989","Kenya 1989","80","Male","15700"
"Kenya","1989","Kenya 1989","80","Female","21780"
"Kenya","1989","Kenya 1989","81","Male","6360"
"Kenya","1989","Kenya 1989","81","Female","6600"
"Kenya","1989","Kenya 1989","82","Male","6860"
"Kenya","1989","Kenya 1989","82","Female","6800"
"Kenya","1989","Kenya 1989","83","Male","4380"
"Kenya","1989","Kenya 1989","83","Female","4000"
"Kenya","1989","Kenya 1989","84","Male","4940"
"Kenya","1989","Kenya 1989","84","Female","5000"
"Kenya","1989","Kenya 1989","85","Male","6740"
"Kenya","1989","Kenya 1989","85","Female","8280"
"Kenya","1989","Kenya 1989","86","Male","3200"
"Kenya","1989","Kenya 1989","86","Female","3100"
"Kenya","1989","Kenya 1989","87","Male","4900"
"Kenya","1989","Kenya 1989","87","Female","4920"
"Kenya","1989","Kenya 1989","88","Male","3500"
"Kenya","1989","Kenya 1989","88","Female","3620"
"Kenya","1989","Kenya 1989","89","Male","5080"
"Kenya","1989","Kenya 1989","89","Female","5760"
"Kenya","1989","Kenya 1989","90","Male","4120"
"Kenya","1989","Kenya 1989","90","Female","4860"
"Kenya","1989","Kenya 1989","91","Male","1440"
"Kenya","1989","Kenya 1989","91","Female","1380"
"Kenya","1989","Kenya 1989","92","Male","1160"
"Kenya","1989","Kenya 1989","92","Female","1480"
"Kenya","1989","Kenya 1989","93","Male","580"
"Kenya","1989","Kenya 1989","93","Female","960"
"Kenya","1989","Kenya 1989","94","Male","640"
"Kenya","1989","Kenya 1989","94","Female","800"
"Kenya","1989","Kenya 1989","95","Male","960"
"Kenya","1989","Kenya 1989","95","Female","1180"
"Kenya","1989","Kenya 1989","96","Male","560"
"Kenya","1989","Kenya 1989","96","Female","840"
"Kenya","1989","Kenya 1989","97","Male","8060"
"Kenya","1989","Kenya 1989","97","Female","12040"
"Kenya","1989","Kenya 1989","Not reported/missing","Male","15440"
"Kenya","1989","Kenya 1989","Not reported/missing","Female","10980"
"Kenya","1999","Kenya 1999","Less than 1 year","Male","447100"
"Kenya","1999","Kenya 1999","Less than 1 year","Female","448220"
"Kenya","1999","Kenya 1999","1 year","Male","383860"
"Kenya","1999","Kenya 1999","1 year","Female","381920"
"Kenya","1999","Kenya 1999","2 years","Male","440880"
"Kenya","1999","Kenya 1999","2 years","Female","437620"
"Kenya","1999","Kenya 1999","3","Male","449640"
"Kenya","1999","Kenya 1999","3","Female","441320"
"Kenya","1999","Kenya 1999","4","Male","455080"
"Kenya","1999","Kenya 1999","4","Female","439940"
"Kenya","1999","Kenya 1999","5","Male","390800"
"Kenya","1999","Kenya 1999","5","Female","376760"
"Kenya","1999","Kenya 1999","6","Male","385160"
"Kenya","1999","Kenya 1999","6","Female","384140"
"Kenya","1999","Kenya 1999","7","Male","397660"
"Kenya","1999","Kenya 1999","7","Female","385320"
"Kenya","1999","Kenya 1999","8","Male","408400"
"Kenya","1999","Kenya 1999","8","Female","403340"
"Kenya","1999","Kenya 1999","9","Male","402880"
"Kenya","1999","Kenya 1999","9","Female","402000"
"Kenya","1999","Kenya 1999","10","Male","455580"
"Kenya","1999","Kenya 1999","10","Female","442000"
"Kenya","1999","Kenya 1999","11","Male","345520"
"Kenya","1999","Kenya 1999","11","Female","362940"
"Kenya","1999","Kenya 1999","12","Male","441840"
"Kenya","1999","Kenya 1999","12","Female","430580"
"Kenya","1999","Kenya 1999","13","Male","387740"
"Kenya","1999","Kenya 1999","13","Female","381040"
"Kenya","1999","Kenya 1999","14","Male","371120"
"Kenya","1999","Kenya 1999","14","Female","360460"
"Kenya","1999","Kenya 1999","15","Male","382560"
"Kenya","1999","Kenya 1999","15","Female","378600"
"Kenya","1999","Kenya 1999","16","Male","340220"
"Kenya","1999","Kenya 1999","16","Female","349100"
"Kenya","1999","Kenya 1999","17","Male","328040"
"Kenya","1999","Kenya 1999","17","Female","326960"
"Kenya","1999","Kenya 1999","18","Male","343280"
"Kenya","1999","Kenya 1999","18","Female","357000"
"Kenya","1999","Kenya 1999","19","Male","265500"
"Kenya","1999","Kenya 1999","19","Female","288400"
"Kenya","1999","Kenya 1999","20","Male","331180"
"Kenya","1999","Kenya 1999","20","Female","395700"
"Kenya","1999","Kenya 1999","21","Male","250800"
"Kenya","1999","Kenya 1999","21","Female","275780"
"Kenya","1999","Kenya 1999","22","Male","257440"
"Kenya","1999","Kenya 1999","22","Female","294280"
"Kenya","1999","Kenya 1999","23","Male","232780"
"Kenya","1999","Kenya 1999","23","Female","266840"
"Kenya","1999","Kenya 1999","24","Male","230180"
"Kenya","1999","Kenya 1999","24","Female","262580"
"Kenya","1999","Kenya 1999","25","Male","325100"
"Kenya","1999","Kenya 1999","25","Female","364540"
"Kenya","1999","Kenya 1999","26","Male","211140"
"Kenya","1999","Kenya 1999","26","Female","228020"
"Kenya","1999","Kenya 1999","27","Male","214300"
"Kenya","1999","Kenya 1999","27","Female","215640"
"Kenya","1999","Kenya 1999","28","Male","192040"
"Kenya","1999","Kenya 1999","28","Female","223080"
"Kenya","1999","Kenya 1999","29","Male","169340"
"Kenya","1999","Kenya 1999","29","Female","173780"
"Kenya","1999","Kenya 1999","30","Male","283060"
"Kenya","1999","Kenya 1999","30","Female","322440"
"Kenya","1999","Kenya 1999","31","Male","135700"
"Kenya","1999","Kenya 1999","31","Female","124340"
"Kenya","1999","Kenya 1999","32","Male","161420"
"Kenya","1999","Kenya 1999","32","Female","163860"
"Kenya","1999","Kenya 1999","33","Male","122720"
"Kenya","1999","Kenya 1999","33","Female","117260"
"Kenya","1999","Kenya 1999","34","Male","126620"
"Kenya","1999","Kenya 1999","34","Female","121720"
"Kenya","1999","Kenya 1999","35","Male","194220"
"Kenya","1999","Kenya 1999","35","Female","210380"
"Kenya","1999","Kenya 1999","36","Male","139540"
"Kenya","1999","Kenya 1999","36","Female","141060"
"Kenya","1999","Kenya 1999","37","Male","114660"
"Kenya","1999","Kenya 1999","37","Female","119220"
"Kenya","1999","Kenya 1999","38","Male","124180"
"Kenya","1999","Kenya 1999","38","Female","144680"
"Kenya","1999","Kenya 1999","39","Male","113100"
"Kenya","1999","Kenya 1999","39","Female","110440"
"Kenya","1999","Kenya 1999","40","Male","178120"
"Kenya","1999","Kenya 1999","40","Female","203440"
"Kenya","1999","Kenya 1999","41","Male","88940"
"Kenya","1999","Kenya 1999","41","Female","81340"
"Kenya","1999","Kenya 1999","42","Male","102000"
"Kenya","1999","Kenya 1999","42","Female","95680"
"Kenya","1999","Kenya 1999","43","Male","79880"
"Kenya","1999","Kenya 1999","43","Female","77300"
"Kenya","1999","Kenya 1999","44","Male","63080"
"Kenya","1999","Kenya 1999","44","Female","61980"
"Kenya","1999","Kenya 1999","45","Male","124520"
"Kenya","1999","Kenya 1999","45","Female","133520"
"Kenya","1999","Kenya 1999","46","Male","66400"
"Kenya","1999","Kenya 1999","46","Female","66440"
"Kenya","1999","Kenya 1999","47","Male","87220"
"Kenya","1999","Kenya 1999","47","Female","82680"
"Kenya","1999","Kenya 1999","48","Male","65900"
"Kenya","1999","Kenya 1999","48","Female","70120"
"Kenya","1999","Kenya 1999","49","Male","68380"
"Kenya","1999","Kenya 1999","49","Female","64740"
"Kenya","1999","Kenya 1999","50","Male","118820"
"Kenya","1999","Kenya 1999","50","Female","136820"
"Kenya","1999","Kenya 1999","51","Male","58420"
"Kenya","1999","Kenya 1999","51","Female","54000"
"Kenya","1999","Kenya 1999","52","Male","63860"
"Kenya","1999","Kenya 1999","52","Female","57840"
"Kenya","1999","Kenya 1999","53","Male","46860"
"Kenya","1999","Kenya 1999","53","Female","44560"
"Kenya","1999","Kenya 1999","54","Male","49320"
"Kenya","1999","Kenya 1999","54","Female","51260"
"Kenya","1999","Kenya 1999","55","Male","63240"
"Kenya","1999","Kenya 1999","55","Female","66000"
"Kenya","1999","Kenya 1999","56","Male","46800"
"Kenya","1999","Kenya 1999","56","Female","53860"
"Kenya","1999","Kenya 1999","57","Male","44980"
"Kenya","1999","Kenya 1999","57","Female","42880"
"Kenya","1999","Kenya 1999","58","Male","34200"
"Kenya","1999","Kenya 1999","58","Female","36300"
"Kenya","1999","Kenya 1999","59","Male","32860"
"Kenya","1999","Kenya 1999","59","Female","39060"
"Kenya","1999","Kenya 1999","60","Male","74760"
"Kenya","1999","Kenya 1999","60","Female","96120"
"Kenya","1999","Kenya 1999","61","Male","27320"
"Kenya","1999","Kenya 1999","61","Female","29100"
"Kenya","1999","Kenya 1999","62","Male","32600"
"Kenya","1999","Kenya 1999","62","Female","29100"
"Kenya","1999","Kenya 1999","63","Male","31940"
"Kenya","1999","Kenya 1999","63","Female","31160"
"Kenya","1999","Kenya 1999","64","Male","28320"
"Kenya","1999","Kenya 1999","64","Female","30220"
"Kenya","1999","Kenya 1999","65","Male","41780"
"Kenya","1999","Kenya 1999","65","Female","48180"
"Kenya","1999","Kenya 1999","66","Male","22080"
"Kenya","1999","Kenya 1999","66","Female","21240"
"Kenya","1999","Kenya 1999","67","Male","27340"
"Kenya","1999","Kenya 1999","67","Female","26360"
"Kenya","1999","Kenya 1999","68","Male","22760"
"Kenya","1999","Kenya 1999","68","Female","29100"
"Kenya","1999","Kenya 1999","69","Male","24780"
"Kenya","1999","Kenya 1999","69","Female","33740"
"Kenya","1999","Kenya 1999","70","Male","46840"
"Kenya","1999","Kenya 1999","70","Female","62640"
"Kenya","1999","Kenya 1999","71","Male","22180"
"Kenya","1999","Kenya 1999","71","Female","24420"
"Kenya","1999","Kenya 1999","72","Male","18860"
"Kenya","1999","Kenya 1999","72","Female","20520"
"Kenya","1999","Kenya 1999","73","Male","15060"
"Kenya","1999","Kenya 1999","73","Female","16000"
"Kenya","1999","Kenya 1999","74","Male","14060"
"Kenya","1999","Kenya 1999","74","Female","15440"
"Kenya","1999","Kenya 1999","75","Male","26440"
"Kenya","1999","Kenya 1999","75","Female","26880"
"Kenya","1999","Kenya 1999","76","Male","11900"
"Kenya","1999","Kenya 1999","76","Female","11760"
"Kenya","1999","Kenya 1999","77","Male","16100"
"Kenya","1999","Kenya 1999","77","Female","12740"
"Kenya","1999","Kenya 1999","78","Male","13140"
"Kenya","1999","Kenya 1999","78","Female","14740"
"Kenya","1999","Kenya 1999","79","Male","12980"
"Kenya","1999","Kenya 1999","79","Female","16800"
"Kenya","1999","Kenya 1999","80","Male","18220"
"Kenya","1999","Kenya 1999","80","Female","26280"
"Kenya","1999","Kenya 1999","81","Male","8680"
"Kenya","1999","Kenya 1999","81","Female","9800"
"Kenya","1999","Kenya 1999","82","Male","5000"
"Kenya","1999","Kenya 1999","82","Female","6560"
"Kenya","1999","Kenya 1999","83","Male","4120"
"Kenya","1999","Kenya 1999","83","Female","4360"
"Kenya","1999","Kenya 1999","84","Male","4620"
"Kenya","1999","Kenya 1999","84","Female","5700"
"Kenya","1999","Kenya 1999","85","Male","12140"
"Kenya","1999","Kenya 1999","85","Female","12000"
"Kenya","1999","Kenya 1999","86","Male","3920"
"Kenya","1999","Kenya 1999","86","Female","4420"
"Kenya","1999","Kenya 1999","87","Male","3880"
"Kenya","1999","Kenya 1999","87","Female","5160"
"Kenya","1999","Kenya 1999","88","Male","3480"
"Kenya","1999","Kenya 1999","88","Female","3260"
"Kenya","1999","Kenya 1999","89","Male","4020"
"Kenya","1999","Kenya 1999","89","Female","4400"
"Kenya","1999","Kenya 1999","90","Male","5480"
"Kenya","1999","Kenya 1999","90","Female","8120"
"Kenya","1999","Kenya 1999","91","Male","1840"
"Kenya","1999","Kenya 1999","91","Female","2520"
"Kenya","1999","Kenya 1999","92","Male","2240"
"Kenya","1999","Kenya 1999","92","Female","2600"
"Kenya","1999","Kenya 1999","93","Male","1240"
"Kenya","1999","Kenya 1999","93","Female","1660"
"Kenya","1999","Kenya 1999","94","Male","1380"
"Kenya","1999","Kenya 1999","94","Female","1780"
"Kenya","1999","Kenya 1999","95","Male","1740"
"Kenya","1999","Kenya 1999","95","Female","2220"
"Kenya","1999","Kenya 1999","96","Male","1240"
"Kenya","1999","Kenya 1999","96","Female","1460"
"Kenya","1999","Kenya 1999","97","Male","9940"
"Kenya","1999","Kenya 1999","97","Female","18660"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","Less than 1 year","Male","51800"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","Less than 1 year","Female","51070"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","1 year","Male","54440"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","1 year","Female","50890"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","2 years","Male","53740"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","2 years","Female","52130"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","3","Male","57600"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","3","Female","57570"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","4","Male","62570"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","4","Female","58880"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","5","Male","58440"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","5","Female","56200"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","6","Male","60320"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","6","Female","59490"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","7","Male","59690"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","7","Female","57090"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","8","Male","60780"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","8","Female","58330"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","9","Male","59710"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","9","Female","57700"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","10","Male","59310"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","10","Female","59440"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","11","Male","59850"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","11","Female","60110"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","12","Male","59390"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","12","Female","59690"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","13","Male","57010"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","13","Female","54760"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","14","Male","55610"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","14","Female","55220"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","15","Male","52040"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","15","Female","52210"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","16","Male","51170"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","16","Female","49070"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","17","Male","49560"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","17","Female","48290"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","18","Male","46460"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","18","Female","47620"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","19","Male","42450"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","19","Female","46320"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","20","Male","44140"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","20","Female","44930"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","21","Male","41850"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","21","Female","43220"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","22","Male","41930"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","22","Female","41670"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","23","Male","40940"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","23","Female","42250"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","24","Male","41180"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","24","Female","39900"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","25","Male","39550"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","25","Female","39560"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","26","Male","38740"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","26","Female","38720"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","27","Male","38870"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","27","Female","39020"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","28","Male","38110"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","28","Female","37340"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","29","Male","36830"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","29","Female","35280"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","30","Male","35760"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","30","Female","36570"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","31","Male","34700"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","31","Female","34940"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","32","Male","34320"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","32","Female","33740"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","33","Male","33380"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","33","Female","34150"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","34","Male","33120"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","34","Female","33610"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","35","Male","33800"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","35","Female","33890"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","36","Male","33420"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","36","Female","34310"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","37","Male","33620"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","37","Female","34890"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","38","Male","33950"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","38","Female","35850"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","39","Male","31750"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","39","Female","31250"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","40","Male","30150"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","40","Female","32200"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","41","Male","27270"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","41","Female","29310"
"Kyrgyz Republic","1999","Kyrgyz Republic 1999","42","Male","25690"
